totalRent,livingSpace,noRooms,buildingAge,regio3
1777.0,84.0,2.0,3.0,Charlottenburg
526.0,35.69,1.0,35.0,Hellersdorf
672.56,80.5,4.0,47.0,Hohenschönhausen
919.0,47.34,2.0,48.0,Wilmersdorf
1364.0,88.19,3.0,4.0,Köpenick
2080.0,95.0,3.0,1.0,Neukölln
1513.0,75.65,2.0,7.0,Mitte
1697.0,115.35,3.0,2.0,Köpenick
3399.49,121.0,4.0,114.0,Wilmersdorf
741.58,34.98,1.0,129.0,Friedrichshain
1325.0,50.21,2.0,4.0,Mitte
854.0,62.48,2.0,3.0,Lichtenberg
789.96,35.94,1.0,118.0,Wedding
1789.0,114.31,4.0,3.0,Treptow
686.55,68.8,3.0,34.0,Hellersdorf
1095.0,60.49,2.0,1.0,Treptow
646.5,70.2,2.0,42.0,Wedding
1300.0,54.0,2.0,103.0,Schöneberg
3215.0,155.0,4.0,120.0,Wilmersdorf
6158.54,281.09,5.0,5.0,Mitte
1398.16,81.04,3.0,2.0,Lichtenberg
647.56,50.7,1.5,89.0,Spandau
1450.0,69.56,2.0,109.0,Schöneberg
385.92,36.0,1.0,34.0,Marzahn
1666.0,109.0,5.0,120.0,Steglitz
1290.0,80.03,3.0,1.0,Marzahn
1100.0,63.24,2.0,120.0,Steglitz
2499.59,122.83,4.0,1.0,Tiergarten
1399.0,71.0,2.0,120.0,Neukölln
1550.0,69.0,2.0,1.0,Wilmersdorf
1141.14,83.75,2.0,115.0,Friedrichshain
1820.0,91.0,4.0,101.0,Charlottenburg
1580.0,59.0,2.0,4.0,Friedrichshain
1350.0,60.0,2.0,4.0,Mitte
608.44,51.24,1.5,23.0,Weißensee
3226.0,136.27,3.0,102.0,Charlottenburg
1300.0,34.87,1.0,1.0,Charlottenburg
615.0,42.0,2.0,88.0,Weißensee
4125.0,178.0,4.0,10.0,Mitte
950.0,42.74,1.0,120.0,Friedrichshain
1050.0,50.53,2.5,54.0,Mitte
844.0,59.63,2.0,120.0,Pankow
1258.75,63.4,2.0,3.0,Treptow
1392.0,93.15,3.5,107.0,Reinickendorf
2464.75,156.99,4.0,120.0,Friedrichshain
698.7,55.27,2.0,56.0,Spandau
1135.0,71.63,2.0,1.0,Buchholz
787.5,33.0,1.5,2.0,Treptow
1060.0,70.0,2.0,109.0,Treptow
3750.0,270.0,3.0,125.0,Mitte
453.0,35.19,1.0,45.0,Charlottenburg
699.25,56.85,2.0,56.0,Spandau
703.66,68.53,2.0,23.0,Wedding
1900.0,90.0,3.0,1.0,Wilmersdorf
1096.0,86.0,3.0,114.0,Steglitz
1800.0,138.94,3.0,120.0,Wilmersdorf
819.0,52.0,2.0,120.0,Prenzlauer Berg
571.65,58.66,2.0,90.0,Weißensee
792.13,59.77,2.0,21.0,Weißensee
898.98,61.18,2.0,26.0,Pankow
3230.47,179.47,4.0,9.0,Mitte
1195.0,59.0,2.0,2.0,Tiergarten
451.66,45.76,2.0,37.0,Lichtenberg
1549.0,96.1,3.0,2.0,Tempelhof
1470.0,67.0,2.0,1.0,Friedrichshain
1890.0,84.18,3.0,1.0,Wilmersdorf
1530.0,94.3,3.0,120.0,Friedrichshain
836.0,62.97,3.0,55.0,Tempelhof
3750.0,240.0,6.0,115.0,Schöneberg
483.48,32.0,1.0,52.0,Kreuzberg
888.0,51.03,2.0,115.0,Reinickendorf
827.0,63.0,2.5,55.0,Wilmersdorf
898.31,71.33,2.0,23.0,Hohenschönhausen
2454.0,147.5,5.5,126.0,Neukölln
3098.6,160.0,4.0,3.0,Wilmersdorf
1667.5,72.5,3.0,1.0,Kreuzberg
4490.0,190.0,5.0,120.0,Charlottenburg
2046.0,100.9,3.0,60.0,Schöneberg
797.0,68.0,2.0,90.0,Spandau
543.59,58.11,2.0,48.0,Köpenick
1345.0,98.0,4.0,32.0,Neukölln
442.0,30.12,1.0,64.0,Wilmersdorf
1049.07,61.98,2.0,4.0,Köpenick
981.09,78.55,3.0,2.0,Marzahn
765.31,86.0,2.0,36.0,Neukölln
770.0,51.5,2.0,49.0,Steglitz
600.0,30.0,1.0,120.0,Pankow
1300.0,56.0,3.0,2.0,Wedding
1344.0,80.0,2.0,114.0,Prenzlauer Berg
672.47,54.42,1.5,102.0,Spandau
2987.04,165.03,5.0,100.0,Zehlendorf
451.0,36.8,1.0,47.0,Spandau
2330.0,180.0,5.0,112.0,Charlottenburg
355.97,32.49,1.0,34.0,Marzahn
2640.8,132.04,5.0,2.0,Mitte
1489.88,109.55,5.0,1.0,Hohenschönhausen
1300.0,45.0,2.0,120.0,Kreuzberg
1093.0,65.44,2.0,5.0,Friedrichshain
621.0,42.61,1.0,120.0,Hellersdorf
4325.69,198.75,5.0,5.0,Mitte
524.47,45.39,1.5,89.0,Spandau
4050.0,153.0,3.0,8.0,Wilmersdorf
1049.0,81.0,3.0,42.0,Neukölln
674.0,59.39,2.0,51.0,Spandau
1449.0,100.5,3.0,115.0,Reinickendorf
1327.99,64.78,2.0,1.0,Tiergarten
1277.21,65.96,2.0,0.0,Lichtenberg
1824.19,88.04,4.0,120.0,Kreuzberg
1847.48,98.13,3.0,3.0,Mitte
767.45,53.95,2.0,90.0,Lichtenberg
950.0,56.0,1.0,119.0,Wilmersdorf
504.26,56.22,2.0,34.0,Pankow
442.33,32.55,1.0,45.0,Lichtenberg
970.0,66.0,2.0,115.0,Charlottenburg
2285.0,132.0,3.0,109.0,Charlottenburg
1796.54,108.27,4.0,28.0,Reinickendorf
4500.0,256.0,5.0,118.0,Charlottenburg
532.3,51.0,2.0,47.0,Neukölln
1740.0,71.0,2.0,123.0,Mitte
1290.0,95.0,2.5,24.0,Pankow
549.06,55.0,2.0,90.0,Hohenschönhausen
588.17,57.88,2.0,26.0,Charlottenburg
708.0,54.82,2.0,22.0,Köpenick
2115.0,79.56,2.0,114.0,Prenzlauer Berg
1437.26,61.16,2.0,2.0,Friedrichshain
939.0,60.0,2.0,120.0,Hohenschönhausen
2320.0,145.0,6.0,140.0,Köpenick
1632.18,89.68,2.0,120.0,Friedrichshain
730.0,46.06,1.5,25.0,Wedding
1770.0,88.0,3.0,1.0,Wilmersdorf
749.0,50.0,1.0,60.0,Reinickendorf
1100.0,40.0,1.0,109.0,Kreuzberg
2710.0,170.0,5.0,110.0,Wilmersdorf
1941.38,82.79,3.0,115.0,Kreuzberg
649.0,42.28,1.5,23.0,Hellersdorf
982.99,52.0,2.0,142.0,Mitte
2549.0,143.13,3.0,120.0,Tiergarten
1400.0,61.62,3.0,50.0,Kreuzberg
757.56,67.37,2.5,59.0,Spandau
2460.0,75.0,3.0,112.0,Prenzlauer Berg
607.39,51.76,2.0,34.0,Hellersdorf
965.0,75.25,3.0,24.0,Weißensee
508.22,39.87,1.0,56.0,Reinickendorf
1298.0,88.0,3.0,24.0,Lichtenberg
1012.5,75.0,2.0,88.0,Köpenick
1640.0,79.45,2.0,115.0,Schöneberg
609.03,58.0,2.0,47.0,Neukölln
531.0,61.36,2.0,41.0,Hohenschönhausen
2283.11,126.49,4.0,40.0,Charlottenburg
1195.0,68.88,3.0,66.0,Tempelhof
417.0,31.78,1.0,37.0,Marzahn
784.5,59.45,2.0,23.0,Köpenick
651.17,46.38,1.5,21.0,Steglitz
2065.05,107.67,3.0,122.0,Mitte
1361.58,112.56,3.5,21.0,Köpenick
998.0,65.54,2.0,24.0,Weißensee
899.0,58.6,2.0,110.0,Steglitz
1163.0,68.0,2.0,100.0,Steglitz
2695.0,262.0,7.5,110.0,Tempelhof
470.0,35.32,1.0,108.0,Tempelhof
1414.0,93.8,4.0,84.0,Spandau
1558.0,76.0,3.0,6.0,Wilmersdorf
1285.0,67.33,2.0,64.0,Friedrichshain
1038.78,79.6,2.0,46.0,Tempelhof
2780.0,150.0,4.0,2.0,Reinickendorf
732.38,76.04,3.0,50.0,Wedding
903.1,78.64,3.0,53.0,Spandau
1308.0,97.42,4.0,120.0,Tempelhof
1350.0,72.0,2.0,87.0,Tempelhof
1000.0,44.7,1.0,62.0,Tiergarten
1788.14,81.65,3.0,1.0,Tiergarten
2720.0,134.0,3.0,14.0,Mitte
492.0,29.4,1.0,105.0,Wedding
1480.0,50.0,2.0,47.0,Mitte
3839.0,113.0,3.0,2.0,Charlottenburg
1118.92,78.16,3.0,26.0,Weißensee
637.58,56.91,3.0,30.0,Hellersdorf
2060.0,85.5,3.0,1.0,Mitte
1998.18,99.0,3.0,1.0,Wilmersdorf
1105.0,56.57,2.0,1.0,Neukölln
1989.0,87.13,3.0,120.0,Mitte
1302.82,84.34,3.0,1.0,Köpenick
2099.0,124.0,3.0,160.0,Kreuzberg
1542.0,90.0,3.0,112.0,Charlottenburg
831.03,77.07,2.5,42.0,Charlottenburg
765.0,65.0,2.0,123.0,Reinickendorf
840.57,69.8,2.0,27.0,Tiergarten
1499.0,76.0,2.0,120.0,Wilmersdorf
835.0,60.0,2.0,22.0,Köpenick
970.0,55.36,2.0,115.0,Lichtenberg
2040.0,145.0,4.0,120.0,Steglitz
822.43,73.97,3.0,23.0,Pankow
743.42,53.7,2.0,4.0,Köpenick
1499.0,78.04,3.0,1.0,Wedding
2270.0,120.0,4.0,93.0,Wilmersdorf
850.0,59.75,2.0,110.0,Friedrichshain
3339.0,187.0,3.0,113.0,Wilmersdorf
991.5,77.75,3.0,53.0,Spandau
1155.0,59.64,2.0,115.0,Köpenick
1406.17,76.86,2.0,5.0,Charlottenburg
720.0,49.36,2.0,128.0,Köpenick
3725.0,152.0,3.0,16.0,Charlottenburg
1371.0,100.34,5.0,26.0,Hohenschönhausen
1208.22,77.0,3.0,34.0,Reinickendorf
1049.0,70.57,2.5,100.0,Neukölln
1275.0,65.41,2.0,1.0,Lichtenberg
918.49,53.1,2.0,11.0,Lichtenberg
1050.0,30.0,1.0,45.0,Charlottenburg
828.0,62.5,2.0,51.0,Schöneberg
1578.0,87.0,3.0,2.0,Tiergarten
975.0,69.0,3.0,2.0,Treptow
3080.0,180.0,4.0,13.0,Zehlendorf
850.0,30.63,1.0,65.0,Kreuzberg
1444.0,86.0,3.0,1.0,Reinickendorf
1205.0,83.0,2.0,2.0,Köpenick
1056.0,88.2,3.0,48.0,Tempelhof
429.34,34.35,1.0,31.0,Hellersdorf
1472.0,72.0,2.0,120.0,Mitte
530.0,33.54,1.0,35.0,Hellersdorf
624.6,69.4,3.0,1.0,Marzahn
693.0,57.51,1.0,120.0,Reinickendorf
770.69,63.11,2.0,22.0,Weißensee
1079.0,53.0,2.0,62.0,Wilmersdorf
2195.6,109.78,4.0,2.0,Mitte
1200.0,75.22,3.0,38.0,Lichtenberg
2752.74,122.89,3.0,128.0,Köpenick
1365.0,89.59,3.0,4.0,Köpenick
591.41,74.5,3.0,50.0,Lichtenberg
1648.0,101.0,3.0,24.0,Wilmersdorf
939.5,61.83,3.0,60.0,Neukölln
649.0,55.0,2.0,49.0,Lichtenberg
2224.32,118.23,3.0,3.0,Mitte
1788.0,108.07,3.0,120.0,Friedrichshain
2070.0,109.2,3.0,2.0,Schöneberg
1917.13,99.85,3.0,120.0,Friedrichshain
407.85,44.28,2.0,120.0,Tiergarten
1125.0,76.66,3.0,120.0,Köpenick
855.0,47.0,1.0,118.0,Charlottenburg
3178.0,152.02,3.0,150.0,Mitte
1100.0,46.85,1.5,36.0,Neukölln
1145.0,47.8,2.0,1.0,Tiergarten
896.0,66.0,2.0,117.0,Neukölln
848.0,65.0,1.0,45.0,Charlottenburg
857.72,90.41,3.0,49.0,Spandau
2903.0,139.0,4.0,1.0,Tiergarten
1150.0,80.0,3.0,110.0,Reinickendorf
1447.0,72.75,2.0,2.0,Neukölln
985.62,85.26,3.0,120.0,Steglitz
496.55,42.48,1.0,145.0,Köpenick
601.4,72.2,2.5,110.0,Köpenick
1068.0,63.15,2.0,100.0,Steglitz
1487.12,105.0,3.0,120.0,Wedding
2669.0,113.0,3.0,1.0,Tiergarten
1450.0,67.5,2.0,4.0,Mitte
844.19,47.51,1.5,58.0,Steglitz
2500.0,220.0,4.0,22.0,Neukölln
3970.0,200.0,3.0,120.0,Charlottenburg
2495.0,119.26,2.5,2.0,Mitte
1359.86,66.66,2.0,1.0,Tiergarten
2190.0,195.2,6.0,127.0,Schöneberg
436.0,32.0,1.0,56.0,Neukölln
570.0,32.0,1.0,102.0,Lichtenberg
2397.5,200.95,4.0,18.0,Treptow
1279.0,94.46,3.5,115.0,Reinickendorf
1094.0,85.2,2.0,51.0,Charlottenburg
665.84,51.75,1.5,35.0,Reinickendorf
1800.68,78.29,3.0,2.0,Tiergarten
1395.0,52.0,1.0,114.0,Prenzlauer Berg
1604.36,97.36,3.0,120.0,Schöneberg
1660.0,77.0,3.0,92.0,Wilmersdorf
733.06,52.44,2.0,89.0,Zehlendorf
3295.0,168.86,4.0,3.0,Kreuzberg
2650.0,104.0,3.0,5.0,Wilmersdorf
639.0,45.31,2.0,23.0,Weißensee
2518.0,123.97,4.0,108.0,Wilmersdorf
1290.54,53.75,2.0,1.0,Tiergarten
1837.84,92.82,3.0,24.0,Mitte
665.24,66.78,3.0,90.0,Weißensee
1363.0,84.68,3.0,139.0,Mitte
1078.88,63.96,2.0,112.0,Prenzlauer Berg
975.0,90.14,3.0,35.0,Hellersdorf
2140.0,102.0,3.0,113.0,Wilmersdorf
1005.17,67.71,2.0,5.0,Treptow
1018.0,75.09,3.0,113.0,Köpenick
1745.0,94.0,3.0,3.0,Wilmersdorf
1933.3,80.0,3.0,24.0,Mitte
968.5,90.06,3.0,23.0,Reinickendorf
1280.0,53.0,2.0,60.0,Tiergarten
989.61,84.33,4.0,23.0,Weißensee
1975.0,162.0,5.0,106.0,Reinickendorf
2107.43,98.02,3.0,1.0,Tiergarten
620.0,43.0,1.0,55.0,Reinickendorf
1145.0,86.0,2.0,30.0,Wedding
1500.0,85.0,3.0,82.0,Spandau
1275.0,75.6,2.0,120.0,Friedrichshain
2950.0,174.0,5.0,8.0,Mitte
1929.0,94.33,3.0,156.0,Mitte
374.69,34.34,1.0,35.0,Marzahn
895.0,73.0,3.0,23.0,Köpenick
1074.25,83.89,2.0,6.0,Köpenick
2040.0,92.0,3.0,20.0,Tiergarten
775.0,45.89,1.0,120.0,Prenzlauer Berg
1911.0,134.7,5.0,120.0,Neukölln
498.66,42.17,1.0,56.0,Reinickendorf
565.94,45.02,1.0,55.0,Spandau
1149.0,64.16,2.0,120.0,Prenzlauer Berg
710.0,66.0,2.0,124.0,Schöneberg
847.81,60.0,2.0,91.0,Wilmersdorf
3640.0,157.0,4.0,120.0,Zehlendorf
1450.0,63.0,2.0,13.0,Mitte
698.76,70.44,3.0,31.0,Hellersdorf
1300.0,60.2,2.0,1.0,Mitte
890.0,55.75,2.0,2.0,Spandau
838.0,53.96,2.0,20.0,Köpenick
1022.5,65.8,2.0,26.0,Pankow
579.0,51.0,2.0,120.0,Reinickendorf
880.0,60.0,2.0,61.0,Wedding
832.0,57.61,2.0,52.0,Schöneberg
599.0,20.0,1.0,2.0,Kreuzberg
833.37,67.62,2.0,56.0,Reinickendorf
1500.0,94.68,2.5,22.0,Steglitz
1250.0,51.13,2.0,90.0,Prenzlauer Berg
670.0,50.0,2.0,113.0,Köpenick
917.0,70.0,3.0,1.0,Hohenschönhausen
1900.0,154.0,4.0,147.0,Tiergarten
3200.0,229.8,4.0,22.0,Köpenick
1308.0,60.0,2.0,24.0,Mitte
1344.0,86.2,3.0,102.0,Charlottenburg
1138.0,67.0,3.0,4.0,Prenzlauer Berg
1336.0,95.21,3.5,52.0,Steglitz
480.0,34.14,1.0,62.0,Wilmersdorf
885.0,76.6,3.0,24.0,Hellersdorf
703.63,83.5,4.0,33.0,Hohenschönhausen
785.9,72.32,2.0,25.0,Pankow
2219.0,99.15,3.0,4.0,Prenzlauer Berg
3540.0,200.0,7.0,109.0,Charlottenburg
1255.0,57.93,2.0,2.0,Friedrichshain
1295.19,103.48,4.0,24.0,Hohenschönhausen
995.0,40.8,1.0,1.0,Köpenick
416.0,36.0,1.0,113.0,Tiergarten
695.0,43.3,2.0,120.0,Wedding
1387.0,87.0,3.0,4.0,Lichtenberg
4200.0,157.0,4.0,107.0,Wilmersdorf
5340.0,179.87,5.0,3.0,Mitte
2229.0,142.0,3.0,112.0,Charlottenburg
1025.0,97.0,3.0,87.0,Spandau
2490.0,146.86,5.0,116.0,Charlottenburg
1774.15,81.57,3.0,1.0,Tiergarten
1502.0,101.81,3.0,128.0,Tiergarten
688.91,74.76,2.0,38.0,Marzahn
1840.55,116.0,4.0,1.0,Lichtenberg
1480.0,85.26,2.0,90.0,Friedrichshain
750.0,37.0,1.0,110.0,Tiergarten
4900.0,174.49,5.0,13.0,Mitte
1698.0,47.2,2.0,1.0,Charlottenburg
559.0,41.0,1.0,48.0,Neukölln
930.0,61.47,2.0,61.0,Reinickendorf
1095.0,76.69,2.0,34.0,Tiergarten
969.0,36.0,1.0,2.0,Köpenick
586.54,69.04,2.0,33.0,Marzahn
1220.0,65.0,2.0,50.0,Tiergarten
1570.0,67.94,2.0,3.0,Mitte
745.0,51.0,1.0,85.0,Spandau
769.0,45.0,1.5,56.0,Wilmersdorf
835.0,61.86,2.0,87.0,Spandau
4247.0,154.0,5.0,1.0,Tiergarten
765.0,50.03,1.0,61.0,Reinickendorf
840.71,77.5,2.5,43.0,Spandau
1046.48,64.84,2.0,3.0,Köpenick
659.0,54.0,2.0,66.0,Spandau
1870.0,109.0,3.0,8.0,Mitte
1099.0,43.0,1.5,50.0,Charlottenburg
663.26,79.5,4.0,36.0,Hohenschönhausen
420.01,37.9,1.0,46.0,Spandau
739.0,52.61,1.5,22.0,Buchholz
740.0,24.0,1.0,120.0,Schöneberg
4610.0,130.0,3.0,110.0,Charlottenburg
1216.0,86.0,2.0,120.0,Schöneberg
1328.56,72.41,2.0,0.0,Charlottenburg
748.57,41.13,1.0,120.0,Friedrichshain
855.07,80.97,2.0,41.0,Kreuzberg
890.0,38.35,1.0,58.0,Charlottenburg
1090.0,50.04,2.0,120.0,Kreuzberg
980.0,80.0,3.0,22.0,Hohenschönhausen
515.8,39.48,1.0,31.0,Hellersdorf
1536.3,76.36,3.0,1.0,Kreuzberg
1150.0,49.0,2.0,4.0,Mitte
850.0,38.3,1.0,120.0,Wedding
652.84,38.56,1.0,58.0,Charlottenburg
1829.65,85.1,2.5,4.0,Schöneberg
1170.0,93.0,3.0,120.0,Steglitz
1363.0,44.91,2.0,114.0,Prenzlauer Berg
779.0,68.54,3.0,35.0,Hellersdorf
739.97,68.78,3.0,42.0,Marzahn
1284.8,64.24,2.5,1.0,Reinickendorf
1135.0,70.0,3.0,49.0,Steglitz
609.03,57.0,2.0,47.0,Neukölln
1422.2,85.48,3.0,101.0,Köpenick
1442.81,65.0,2.0,1.0,Schöneberg
680.0,38.75,1.0,120.0,Köpenick
839.0,32.0,1.0,52.0,Kreuzberg
701.38,72.07,3.0,23.0,Marzahn
843.0,32.2,1.0,120.0,Kreuzberg
2027.0,114.0,4.0,7.0,Mitte
1292.0,67.02,3.0,130.0,Tempelhof
935.0,67.09,1.0,110.0,Tiergarten
1446.73,72.7,2.0,2.0,Schöneberg
860.32,53.39,2.0,60.0,Kreuzberg
1200.0,83.58,3.0,116.0,Prenzlauer Berg
1696.0,129.89,4.0,112.0,Pankow
2200.0,131.5,4.0,122.0,Prenzlauer Berg
1100.0,49.3,2.0,1.0,Mitte
1025.0,64.77,2.0,112.0,Prenzlauer Berg
751.0,73.61,3.0,21.0,Hellersdorf
2095.0,151.0,4.0,46.0,Tempelhof
1142.0,51.0,2.0,0.0,Prenzlauer Berg
597.0,35.5,1.0,112.0,Neukölln
2314.16,150.27,4.0,28.0,Wilmersdorf
942.0,58.71,2.0,28.0,Tempelhof
896.26,75.98,2.0,91.0,Treptow
980.97,77.67,2.0,23.0,Weißensee
3800.0,238.88,5.0,18.0,Tiergarten
613.8,55.13,2.0,38.0,Lichtenberg
2433.0,120.65,4.0,22.0,Tiergarten
1512.0,84.0,3.0,2.0,Tiergarten
950.0,83.0,3.0,44.0,Neukölln
1358.69,63.49,2.0,1.0,Tiergarten
2078.84,94.88,3.0,1.0,Neukölln
1400.0,69.91,2.0,1.0,Treptow
1650.0,96.0,3.0,22.0,Mitte
1450.0,90.0,3.0,56.0,Reinickendorf
1720.0,89.9,3.0,1.0,Treptow
1640.3,74.85,3.0,1.0,Neukölln
1600.0,96.18,3.0,110.0,Neukölln
997.23,83.47,3.0,27.0,Spandau
1791.0,99.98,3.0,8.0,Mitte
1720.0,99.22,3.0,25.0,Mitte
864.75,67.5,2.0,83.0,Lichtenberg
910.0,57.0,2.0,46.0,Reinickendorf
489.0,26.0,1.0,56.0,Lichtenberg
603.0,45.0,1.0,112.0,Köpenick
848.52,74.0,2.5,120.0,Neukölln
835.93,89.61,3.0,23.0,Marzahn
1288.0,44.31,2.0,1.0,Lichtenberg
2090.5,113.0,4.0,15.0,Prenzlauer Berg
1169.0,83.0,3.0,120.0,Steglitz
880.0,60.0,1.5,61.0,Zehlendorf
1488.25,59.53,2.0,105.0,Mitte
850.0,69.0,2.0,110.0,Köpenick
511.65,48.13,1.5,34.0,Steglitz
4231.0,219.98,6.0,110.0,Charlottenburg
2150.0,95.29,3.0,2.0,Prenzlauer Berg
1029.7,86.3,3.0,23.0,Pankow
666.0,49.68,2.0,120.0,Köpenick
1452.0,79.88,3.0,3.0,Tiergarten
1160.0,90.0,3.0,14.0,Pankow
1317.0,133.0,4.0,111.0,Spandau
1240.0,85.0,2.5,120.0,Friedrichshain
698.5,62.0,2.0,120.0,Wedding
1372.1,95.86,3.0,6.0,Treptow
1959.27,93.97,3.0,1.0,Tiergarten
2073.32,99.44,3.0,1.0,Tiergarten
1714.0,104.72,4.0,3.0,Treptow
783.18,63.16,2.0,89.0,Spandau
2450.0,146.0,4.0,23.0,Weißensee
430.17,37.0,1.0,50.0,Zehlendorf
1500.0,88.0,3.0,2.0,Tempelhof
1545.0,85.0,3.0,2.0,Tiergarten
1300.0,72.0,2.0,2.0,Wilmersdorf
1500.0,84.0,2.0,4.0,Köpenick
704.35,70.0,2.0,120.0,Kreuzberg
2228.0,204.04,7.0,107.0,Treptow
720.0,49.36,2.0,128.0,Köpenick
799.0,66.13,3.0,2.0,Lichtenberg
1809.24,83.48,3.0,1.0,Tiergarten
869.82,76.16,3.0,22.0,Weißensee
334.44,32.55,1.0,33.0,Marzahn
962.88,82.54,2.0,41.0,Tiergarten
499.0,37.0,1.0,83.0,Weißensee
890.59,73.76,3.0,49.0,Spandau
1950.0,111.0,3.0,130.0,Kreuzberg
849.0,63.0,2.5,90.0,Weißensee
1395.0,80.66,2.5,110.0,Prenzlauer Berg
1435.0,82.3,4.0,58.0,Kreuzberg
2240.0,150.0,4.0,27.0,Steglitz
1150.0,38.35,1.0,1.0,Friedrichshain
1188.68,95.17,4.0,2.0,Marzahn
1688.91,123.91,4.0,52.0,Steglitz
940.0,67.0,2.0,122.0,Köpenick
1700.0,97.83,3.0,25.0,Mitte
789.0,59.76,2.0,106.0,Tempelhof
1800.0,97.0,4.0,0.0,Weißensee
2450.0,100.0,3.0,110.0,Charlottenburg
965.0,55.0,2.0,120.0,Neukölln
2427.2,108.13,3.0,115.0,Kreuzberg
1499.0,88.08,3.0,1.0,Tempelhof
623.05,56.48,2.0,32.0,Hellersdorf
416.53,36.22,1.0,1.0,Marzahn
626.33,47.46,2.0,42.0,Marzahn
1693.3,82.0,3.0,1.0,Tiergarten
777.0,49.0,2.0,80.0,Zehlendorf
2095.0,112.71,3.0,120.0,Wilmersdorf
998.0,70.5,2.0,68.0,Charlottenburg
650.0,53.0,2.0,60.0,Reinickendorf
1694.0,120.36,4.0,110.0,Reinickendorf
1250.0,91.8,3.0,120.0,Treptow
1224.0,82.0,3.0,3.0,Reinickendorf
2773.61,131.14,4.0,1.0,Schöneberg
850.0,53.81,2.0,1.0,Spandau
2039.0,110.0,3.0,120.0,Kreuzberg
685.0,54.04,2.0,35.0,Hellersdorf
481.45,37.58,1.0,63.0,Steglitz
4450.0,190.0,4.0,117.0,Prenzlauer Berg
2932.2,146.61,4.0,106.0,Prenzlauer Berg
1800.0,55.65,2.0,118.0,Tiergarten
697.0,44.0,1.0,60.0,Wilmersdorf
2597.23,137.61,4.0,5.0,Charlottenburg
814.0,54.0,2.5,82.0,Zehlendorf
4140.0,153.0,3.5,1.0,Wilmersdorf
517.99,30.47,1.0,2.0,Köpenick
763.05,30.0,1.0,3.0,Treptow
579.0,36.3,1.0,119.0,Prenzlauer Berg
1059.0,51.39,2.0,124.0,Kreuzberg
569.9,51.46,2.0,65.0,Neukölln
1454.74,54.97,2.0,2.0,Mitte
972.0,86.0,2.5,44.0,Spandau
1693.0,98.0,3.0,105.0,Steglitz
679.0,64.0,2.0,49.0,Spandau
1150.0,55.67,2.0,13.0,Mitte
2195.0,121.99,4.0,3.0,Treptow
516.56,34.66,1.0,57.0,Neukölln
1129.0,85.0,3.0,30.0,Charlottenburg
2128.64,91.95,4.0,1.0,Tiergarten
999.0,45.0,1.0,3.0,Wedding
3790.0,247.0,8.0,111.0,Schöneberg
833.6,74.41,2.0,50.0,Tempelhof
1660.0,96.06,3.0,70.0,Charlottenburg
963.5,53.0,2.0,112.0,Charlottenburg
5620.0,238.0,4.0,111.0,Wilmersdorf
2000.0,100.0,3.0,1.0,Prenzlauer Berg
550.0,50.0,2.0,92.0,Spandau
1436.0,95.0,3.0,116.0,Tiergarten
1437.0,66.55,2.0,122.0,Kreuzberg
1104.0,80.92,3.0,29.0,Reinickendorf
917.0,68.3,3.0,120.0,Pankow
1320.0,123.0,4.0,110.0,Köpenick
905.0,47.29,1.0,5.0,Mitte
2524.47,171.0,4.0,20.0,Wilmersdorf
636.53,62.0,2.0,46.0,Spandau
1250.0,62.0,2.0,7.0,Mitte
850.0,41.85,1.0,120.0,Tiergarten
1110.0,76.0,2.0,85.0,Spandau
3060.0,150.0,4.0,120.0,Wilmersdorf
1674.0,99.34,3.5,2.0,Reinickendorf
970.0,65.25,2.0,53.0,Tempelhof
850.0,50.0,2.0,2.0,Pankow
1368.0,85.0,3.0,1.0,Köpenick
1862.0,133.0,4.0,117.0,Friedrichshain
1555.02,96.54,3.0,19.0,Prenzlauer Berg
869.0,51.0,2.0,125.0,Lichtenberg
870.0,87.28,3.0,118.0,Köpenick
1290.0,106.65,3.0,115.0,Treptow
929.0,58.0,2.0,120.0,Hohenschönhausen
1149.0,67.21,3.0,120.0,Wedding
1599.2,96.09,3.0,30.0,Neukölln
916.07,59.0,2.0,120.0,Friedrichshain
856.0,60.02,2.0,120.0,Reinickendorf
566.0,31.2,2.0,105.0,Weißensee
1548.4,156.86,5.0,48.0,Köpenick
1465.0,63.7,2.0,0.0,Mitte
800.0,48.15,1.0,110.0,Treptow
665.12,54.57,2.0,130.0,Weißensee
784.58,71.98,3.0,31.0,Hellersdorf
1133.0,67.21,2.0,114.0,Tiergarten
775.0,49.9,2.0,92.0,Treptow
741.87,77.32,3.0,40.0,Marzahn
970.0,66.5,1.0,120.0,Wilmersdorf
452.0,44.47,1.0,47.0,Spandau
3350.0,190.0,4.0,115.0,Charlottenburg
1367.0,88.77,3.0,22.0,Weißensee
1090.0,43.0,2.0,23.0,Mitte
1428.1,81.0,3.0,2.0,Prenzlauer Berg
1533.72,67.63,2.0,1.0,Tiergarten
950.0,38.1,1.0,112.0,Neukölln
1685.0,91.6,3.0,110.0,Charlottenburg
995.0,47.7,2.0,120.0,Charlottenburg
955.0,50.1,2.0,4.0,Steglitz
713.14,60.43,2.0,28.0,Spandau
1874.0,92.34,3.0,120.0,Prenzlauer Berg
889.86,70.29,3.0,24.0,Lichtenberg
1165.5,111.0,4.0,1.0,Spandau
840.0,66.0,3.0,23.0,Treptow
2529.81,90.02,3.0,2.0,Mitte
