totalRent,livingSpace,noRooms,buildingAge,regio3
562.05,29.68,1.0,2.0,Köpenick
3139.29,149.49,4.0,106.0,Prenzlauer Berg
999.9,77.94,3.0,24.0,Köpenick
874.0,66.0,2.5,60.0,Reinickendorf
2196.0,98.0,3.0,1.0,Tiergarten
452.0,44.47,1.0,47.0,Spandau
551.0,35.69,1.0,35.0,Hellersdorf
2580.0,124.61,4.0,2.0,Mitte
3017.65,167.23,5.0,2.0,Mitte
722.0,52.65,1.1,25.0,Spandau
859.8,61.44,2.0,134.0,Köpenick
952.0,68.5,2.0,27.0,Tiergarten
1500.0,138.0,4.0,102.0,Tempelhof
467.21,29.46,1.0,58.0,Spandau
1774.75,85.12,3.0,1.0,Tiergarten
406.22,37.0,1.0,47.0,Spandau
525.52,54.88,2.0,37.0,Marzahn
830.0,59.0,2.0,22.0,Steglitz
1430.0,77.0,3.0,109.0,Wedding
2200.0,100.0,3.0,102.0,Friedrichshain
795.0,55.6,2.0,81.0,Steglitz
4386.0,195.0,4.0,133.0,Tiergarten
2647.5,119.0,3.0,2.0,Neukölln
1139.0,71.34,3.0,115.0,Pankow
4097.2,159.0,3.0,25.0,Tiergarten
1650.0,69.0,3.0,4.0,Mitte
2995.0,129.94,3.0,1.0,Friedrichshain
3090.0,186.98,3.0,37.0,Zehlendorf
861.35,44.53,2.0,1.0,Steglitz
1650.0,59.0,2.0,102.0,Friedrichshain
1040.65,82.34,3.0,23.0,Neukölln
804.0,41.15,2.0,1.0,Neukölln
2204.0,116.0,3.0,9.0,Mitte
492.0,32.92,1.0,120.0,Spandau
515.72,48.61,1.5,34.0,Charlottenburg
1200.0,65.11,2.0,110.0,Prenzlauer Berg
799.0,60.0,2.0,33.0,Reinickendorf
522.6,50.2,2.0,27.0,Wedding
2577.5,165.0,3.5,1.0,Lichtenberg
1292.0,76.36,3.0,65.0,Neukölln
1177.25,52.5,2.0,2.0,Treptow
1832.0,77.0,3.0,1.0,Kreuzberg
1164.9,102.44,3.0,43.0,Tempelhof
1685.0,86.63,2.0,131.0,Kreuzberg
798.0,75.56,3.0,35.0,Köpenick
1734.0,81.5,3.0,102.0,Prenzlauer Berg
1061.92,61.03,2.0,2.0,Lichtenberg
751.0,65.2,2.0,120.0,Spandau
1250.0,80.5,3.0,47.0,Wilmersdorf
1720.93,97.45,4.0,0.0,Lichtenberg
2719.0,107.0,3.0,1.0,Tiergarten
3150.0,198.0,4.0,1.0,Pankow
1095.0,59.44,2.0,21.0,Prenzlauer Berg
382.99,32.63,1.0,31.0,Hellersdorf
817.48,70.15,2.0,26.0,Spandau
615.27,54.82,2.0,90.0,Hohenschönhausen
2998.0,128.0,3.0,2.0,Neukölln
1880.0,103.0,3.0,116.0,Charlottenburg
679.0,64.0,2.0,52.0,Reinickendorf
750.0,54.0,2.0,61.0,Schöneberg
685.0,52.18,2.0,24.0,Pankow
3200.0,192.0,5.0,112.0,Wilmersdorf
2169.1,126.11,4.0,120.0,Friedrichshain
682.76,63.39,2.0,23.0,Köpenick
4065.0,206.55,4.0,189.0,Mitte
520.34,42.28,1.0,54.0,Spandau
810.0,69.0,3.0,119.0,Lichtenberg
1300.0,88.25,4.0,24.0,Buchholz
420.0,29.76,1.0,119.0,Prenzlauer Berg
2154.75,115.81,3.0,120.0,Prenzlauer Berg
866.0,53.0,2.0,60.0,Wedding
805.0,68.0,3.0,35.0,Hellersdorf
2270.0,120.0,4.0,93.0,Wilmersdorf
1956.71,117.52,3.0,4.0,Wilmersdorf
2039.3,91.04,3.0,1.0,Tiergarten
1733.0,75.92,2.0,2.0,Friedrichshain
1470.0,68.0,2.0,110.0,Prenzlauer Berg
919.1,52.52,2.0,116.0,Friedrichshain
1740.0,91.68,3.0,102.0,Neukölln
2538.0,137.5,4.0,120.0,Mitte
962.88,82.54,2.0,41.0,Tiergarten
2390.0,100.46,3.0,1.0,Wilmersdorf
1745.24,92.34,3.0,4.0,Mitte
560.39,34.46,1.0,88.0,Weißensee
1250.0,67.6,2.0,1.0,Tiergarten
1340.0,47.4,2.0,1.0,Charlottenburg
1950.0,122.31,4.0,120.0,Friedrichshain
318.75,34.46,1.0,114.0,Prenzlauer Berg
850.0,30.63,1.0,65.0,Kreuzberg
999.0,69.56,3.0,108.0,Tempelhof
685.0,31.26,2.0,1.0,Weißensee
566.13,38.07,1.0,82.0,Charlottenburg
943.8,61.7,2.0,102.0,Prenzlauer Berg
1200.0,66.84,2.0,69.0,Wedding
892.6,74.48,2.0,91.0,Prenzlauer Berg
779.93,67.71,3.0,57.0,Tempelhof
840.0,70.74,3.0,36.0,Hohenschönhausen
3784.0,220.0,5.0,109.0,Charlottenburg
2232.0,139.05,4.0,120.0,Wilmersdorf
843.96,66.16,2.0,36.0,Wedding
1654.93,82.34,3.0,100.0,Zehlendorf
590.39,68.49,3.0,36.0,Marzahn
1699.0,122.0,3.0,6.0,Treptow
950.0,56.57,2.0,0.0,Pankow
2410.0,152.0,4.0,3.0,Köpenick
744.42,50.45,1.5,92.0,Reinickendorf
478.42,51.68,2.0,110.0,Köpenick
806.0,56.25,2.0,2.0,Spandau
1749.32,101.89,4.0,40.0,Neukölln
1886.81,120.29,3.0,1.0,Köpenick
1222.43,79.0,3.0,49.0,Schöneberg
1695.0,90.56,3.0,120.0,Neukölln
1326.61,65.35,2.0,1.0,Tiergarten
847.0,87.13,2.0,110.0,Spandau
4379.2,190.4,4.0,16.0,Mitte
1472.0,72.0,2.0,120.0,Mitte
1321.7,88.7,3.0,79.0,Hellersdorf
778.0,55.72,2.0,90.0,Spandau
965.0,78.34,3.0,24.0,Köpenick
938.98,57.73,2.0,60.0,Kreuzberg
1765.0,60.0,2.0,2.0,Tiergarten
899.0,88.0,3.0,53.0,Reinickendorf
1469.0,87.72,3.0,2.0,Tempelhof
699.0,45.21,2.0,55.0,Charlottenburg
3725.0,152.0,3.0,16.0,Charlottenburg
594.0,68.82,3.0,41.0,Marzahn
1570.0,101.0,3.0,130.0,Steglitz
850.0,69.0,2.0,110.0,Köpenick
2525.0,178.09,5.0,102.0,Schöneberg
1053.51,54.75,2.5,87.0,Reinickendorf
1013.6,62.69,2.0,1.0,Marzahn
679.0,61.95,2.0,102.0,Reinickendorf
1779.04,102.64,3.0,5.0,Tiergarten
1351.0,74.0,2.0,2.0,Tiergarten
900.0,35.1,2.0,6.0,Friedrichshain
634.0,52.07,2.0,23.0,Hellersdorf
738.66,49.91,1.5,27.0,Zehlendorf
3916.04,264.67,6.0,111.0,Wilmersdorf
2320.0,95.31,2.0,15.0,Mitte
1149.0,67.21,3.0,120.0,Wedding
1744.0,83.45,4.0,1.0,Friedrichshain
732.33,70.71,3.0,33.0,Hohenschönhausen
2992.67,155.12,4.0,28.0,Charlottenburg
1859.0,145.0,4.0,120.0,Wedding
849.0,80.0,2.5,48.0,Spandau
1500.0,59.0,2.0,4.0,Charlottenburg
926.46,47.25,1.5,4.0,Reinickendorf
994.0,78.0,3.0,25.0,Weißensee
1415.0,87.0,3.0,109.0,Treptow
2967.5,171.0,5.0,1.0,Weißensee
1020.0,45.0,1.0,92.0,Steglitz
1480.0,97.81,3.0,28.0,Steglitz
2935.62,124.95,3.0,5.0,Mitte
6336.06,202.0,6.0,114.0,Wilmersdorf
2600.0,147.71,4.0,5.0,Charlottenburg
607.0,29.78,1.0,116.0,Neukölln
2128.64,91.95,4.0,1.0,Tiergarten
1093.0,87.9,3.0,113.0,Köpenick
649.0,59.0,2.0,52.0,Reinickendorf
3732.64,182.0,3.0,1.0,Prenzlauer Berg
1418.71,68.7,2.0,0.0,Pankow
1966.19,110.22,4.0,6.0,Charlottenburg
1735.0,136.0,3.0,23.0,Spandau
566.69,53.66,2.0,63.0,Köpenick
890.0,38.35,1.0,58.0,Charlottenburg
1031.66,80.0,3.0,3.0,Treptow
1650.0,126.0,3.0,102.0,Wilmersdorf
2289.53,128.0,4.0,150.0,Köpenick
950.0,40.83,1.0,112.0,Neukölln
1334.8,86.0,2.0,1.0,Pankow
2450.0,100.0,3.0,110.0,Charlottenburg
2250.0,104.0,3.0,92.0,Charlottenburg
910.0,33.55,1.0,34.0,Mitte
5400.0,225.0,4.0,102.0,Prenzlauer Berg
1105.0,65.4,2.0,25.0,Treptow
988.0,61.0,2.0,61.0,Wilmersdorf
1495.0,89.03,3.0,30.0,Schöneberg
1589.0,105.47,3.0,26.0,Köpenick
1339.34,66.14,2.0,1.0,Tiergarten
1050.0,55.0,2.0,116.0,Wedding
2500.0,147.0,5.0,120.0,Neukölln
859.9,72.68,3.0,28.0,Köpenick
2699.43,193.95,5.5,95.0,Wilmersdorf
708.0,34.98,1.0,110.0,Prenzlauer Berg
1116.0,52.0,1.5,130.0,Mitte
1059.0,68.5,2.0,1.0,Köpenick
430.0,39.0,2.0,67.0,Weißensee
650.0,20.0,1.0,2.0,Wedding
2117.0,106.98,3.5,2.0,Mitte
1390.0,68.0,2.0,5.0,Tempelhof
1030.75,54.25,2.0,120.0,Friedrichshain
1995.0,127.0,4.0,10.0,Pankow
2320.0,173.18,4.0,133.0,Schöneberg
2357.0,108.0,3.0,133.0,Neukölln
959.97,67.24,2.0,60.0,Steglitz
675.0,32.49,1.0,110.0,Neukölln
1900.0,90.0,3.0,1.0,Wilmersdorf
780.0,68.82,3.0,43.0,Marzahn
1363.0,44.91,2.0,114.0,Prenzlauer Berg
2179.0,95.8,4.0,1.0,Mitte
980.0,80.0,3.0,22.0,Hohenschönhausen
761.0,49.37,1.5,22.0,Buchholz
1200.0,70.0,2.0,114.0,Prenzlauer Berg
816.6,68.65,2.0,54.0,Spandau
1308.0,60.0,2.0,24.0,Mitte
1500.0,53.0,1.5,170.0,Mitte
845.0,53.24,2.0,0.0,Hohenschönhausen
682.68,74.98,3.0,38.0,Marzahn
980.0,55.0,2.0,115.0,Prenzlauer Berg
804.0,56.36,2.0,23.0,Weißensee
844.19,47.51,1.5,58.0,Steglitz
1168.13,91.0,4.0,4.0,Hohenschönhausen
1697.0,115.35,3.0,2.0,Köpenick
687.83,68.98,3.0,34.0,Hellersdorf
1796.0,146.47,4.0,110.0,Weißensee
1190.0,68.71,3.0,1.0,Lichtenberg
4379.2,190.4,4.0,16.0,Mitte
1769.2,136.6,4.0,102.0,Schöneberg
971.36,57.24,2.0,115.0,Köpenick
3475.0,126.06,3.0,1.0,Kreuzberg
2752.0,129.53,4.0,120.0,Wilmersdorf
1934.0,100.0,4.0,2.0,Tiergarten
929.0,91.0,3.0,52.0,Reinickendorf
864.0,60.42,2.0,23.0,Weißensee
699.0,67.0,2.0,49.0,Spandau
1590.0,120.0,3.0,27.0,Reinickendorf
910.07,73.22,3.0,26.0,Weißensee
950.0,37.24,2.0,34.0,Friedrichshain
1960.0,120.0,4.0,4.0,Reinickendorf
899.0,74.19,3.0,102.0,Steglitz
1133.57,88.27,2.0,24.0,Pankow
2600.0,157.0,5.0,120.0,Charlottenburg
853.85,65.96,2.0,43.0,Neukölln
1200.0,55.5,2.0,90.0,Neukölln
890.0,49.0,2.0,110.0,Wedding
670.0,35.0,1.0,120.0,Charlottenburg
860.32,53.39,2.0,60.0,Kreuzberg
472.28,47.15,2.0,36.0,Marzahn
861.0,54.27,2.0,122.0,Schöneberg
975.0,78.0,3.0,113.0,Köpenick
584.17,59.0,2.0,116.0,Spandau
483.48,32.0,1.0,52.0,Kreuzberg
1103.25,73.55,3.0,2.0,Köpenick
922.0,30.0,1.0,1.0,Tempelhof
2841.0,170.2,5.0,4.0,Steglitz
2212.0,149.0,4.0,12.0,Zehlendorf
965.0,79.37,3.0,25.0,Hellersdorf
877.6,67.06,2.0,26.0,Pankow
869.0,53.0,2.0,57.0,Charlottenburg
697.0,60.48,2.0,23.0,Spandau
934.0,67.0,3.0,120.0,Tiergarten
647.98,51.49,1.5,0.0,Hellersdorf
1567.7,145.0,4.5,110.0,Wilmersdorf
9774.0,274.0,5.0,120.0,Charlottenburg
1239.0,99.0,3.0,105.0,Reinickendorf
2200.0,95.0,3.0,5.0,Prenzlauer Berg
579.0,51.0,2.0,120.0,Reinickendorf
789.73,70.28,3.0,31.0,Hellersdorf
1110.0,76.0,2.0,85.0,Spandau
1561.0,98.17,3.0,3.0,Steglitz
696.0,48.0,1.5,63.0,Wilmersdorf
641.3,65.0,2.0,116.0,Treptow
1678.0,82.05,3.0,8.0,Kreuzberg
1490.0,65.0,2.0,100.0,Prenzlauer Berg
694.0,42.49,1.5,110.0,Neukölln
1523.0,105.0,3.0,106.0,Zehlendorf
2069.0,93.0,3.0,22.0,Tiergarten
1501.03,65.41,3.0,2.0,Mitte
1625.0,95.0,3.0,52.0,Steglitz
1499.09,106.69,5.0,22.0,Spandau
766.06,56.58,2.0,55.0,Neukölln
1804.16,86.88,3.0,1.0,Tiergarten
830.0,35.0,1.5,3.0,Treptow
1224.0,82.0,3.0,3.0,Reinickendorf
226.75,18.56,1.0,33.0,Hellersdorf
2570.0,110.0,4.5,4.0,Steglitz
671.0,39.66,1.5,128.0,Tiergarten
1149.0,92.0,3.0,130.0,Tiergarten
1890.0,102.41,2.0,1.0,Wilmersdorf
599.0,38.53,1.0,112.0,Wedding
1100.0,51.6,2.0,57.0,Charlottenburg
739.0,49.24,2.0,41.0,Lichtenberg
775.0,49.9,2.0,92.0,Treptow
975.0,90.14,3.0,35.0,Hellersdorf
715.29,43.29,1.0,59.0,Kreuzberg
2078.12,108.98,3.0,2.0,Mitte
1121.32,56.74,2.0,3.0,Mitte
2500.0,220.0,4.0,22.0,Neukölln
1203.0,89.3,4.0,120.0,Friedrichshain
917.82,50.99,2.0,2.0,Köpenick
1020.16,88.24,3.0,43.0,Zehlendorf
519.0,37.0,1.0,118.0,Wedding
938.2,87.13,4.0,31.0,Hellersdorf
807.35,81.55,4.0,35.0,Hellersdorf
1000.0,82.0,3.0,114.0,Köpenick
1500.0,70.0,2.0,120.0,Neukölln
2900.0,117.0,3.0,11.0,Prenzlauer Berg
850.0,50.29,1.0,116.0,Neukölln
895.0,55.04,2.0,110.0,Weißensee
833.0,64.67,2.0,30.0,Reinickendorf
3000.0,131.0,4.0,1.0,Friedrichshain
581.8,58.32,2.0,112.0,Wedding
1880.0,71.0,2.0,5.0,Tiergarten
585.56,63.54,2.0,43.0,Spandau
1203.0,77.0,3.0,50.0,Kreuzberg
4370.0,198.0,3.0,12.0,Mitte
449.64,39.55,1.0,33.0,Hellersdorf
1668.8,95.36,3.0,1.0,Lichtenberg
4900.0,174.49,4.0,13.0,Mitte
2583.0,193.49,2.0,52.0,Charlottenburg
1130.0,60.0,2.0,115.0,Neukölln
2682.98,193.75,4.0,120.0,Zehlendorf
2340.0,132.0,3.0,4.0,Zehlendorf
1015.0,85.0,3.0,112.0,Spandau
2107.43,98.02,3.0,1.0,Tiergarten
996.02,75.01,2.0,120.0,Steglitz
945.0,34.0,1.0,66.0,Friedrichshain
2815.0,130.0,3.0,110.0,Charlottenburg
2990.0,106.1,4.0,4.0,Mitte
1709.6,150.0,4.5,110.0,Treptow
650.0,49.0,2.0,113.0,Köpenick
1545.6,110.4,4.0,130.0,Wedding
2512.0,107.0,3.0,1.0,Tiergarten
2980.0,119.8,4.0,1.0,Mitte
447.61,49.08,2.0,40.0,Marzahn
1660.0,71.04,2.0,20.0,Mitte
590.91,43.08,2.0,82.0,Lichtenberg
422.16,33.8,1.0,0.0,Marzahn
677.8,66.39,3.0,31.0,Hellersdorf
2218.03,110.15,3.0,1.0,Tiergarten
999.99,75.0,2.0,52.0,Kreuzberg
1224.91,73.26,2.0,68.0,Treptow
1059.97,66.26,2.0,51.0,Charlottenburg
846.0,47.0,2.0,62.0,Wedding
1230.0,55.0,1.0,0.0,Friedrichshain
1460.0,68.0,2.0,4.0,Friedrichshain
500.0,37.0,1.0,110.0,Treptow
995.0,62.5,2.0,120.0,Friedrichshain
1491.0,93.0,3.0,110.0,Neukölln
733.54,76.0,3.0,120.0,Charlottenburg
599.34,60.0,2.0,120.0,Köpenick
1680.0,109.0,3.0,115.0,Treptow
940.0,69.6,2.0,120.0,Pankow
655.58,67.44,2.0,52.0,Neukölln
592.0,45.63,1.0,115.0,Treptow
612.56,64.02,2.0,43.0,Spandau
799.0,77.0,2.0,53.0,Reinickendorf
725.5,79.8,3.0,41.0,Reinickendorf
648.27,62.23,2.0,40.0,Marzahn
2800.0,180.0,4.0,110.0,Zehlendorf
989.0,69.75,2.0,30.0,Spandau
1856.0,138.77,4.0,102.0,Charlottenburg
1426.0,102.28,3.0,9.0,Köpenick
960.0,77.96,3.0,35.0,Lichtenberg
1750.0,132.0,4.0,116.0,Neukölln
1030.0,67.76,2.5,92.0,Tempelhof
527.3,42.6,1.0,49.0,Lichtenberg
800.0,34.0,2.0,2.0,Treptow
1487.07,95.94,4.0,115.0,Köpenick
2307.5,135.0,5.0,115.0,Kreuzberg
680.0,20.5,1.0,3.0,Wedding
1500.0,73.0,3.0,1.0,Tiergarten
1519.0,50.14,2.0,114.0,Prenzlauer Berg
845.0,69.8,4.0,35.0,Hellersdorf
1570.0,60.0,2.0,68.0,Friedrichshain
702.18,75.03,4.0,39.0,Marzahn
1215.38,68.48,2.0,1.0,Zehlendorf
995.0,47.7,2.0,120.0,Charlottenburg
1333.0,70.0,3.0,2.0,Tiergarten
3536.27,69.92,2.0,5.0,Zehlendorf
1847.48,98.13,3.0,3.0,Mitte
1950.0,89.0,3.0,0.0,Wilmersdorf
1854.0,125.65,3.0,124.0,Charlottenburg
580.0,27.0,1.0,1.0,Treptow
1351.0,54.27,2.0,120.0,Friedrichshain
1395.0,111.09,4.0,110.0,Köpenick
1350.0,80.0,2.5,110.0,Steglitz
834.43,68.65,2.0,54.0,Spandau
2150.91,96.67,3.0,1.0,Tiergarten
779.0,63.0,2.0,83.0,Weißensee
1015.0,70.88,2.0,128.0,Tiergarten
923.0,53.37,2.0,118.0,Pankow
1297.2,65.2,2.0,2.0,Neukölln
1100.0,60.0,2.0,121.0,Pankow
990.0,58.0,2.0,49.0,Charlottenburg
944.0,36.0,1.0,2.0,Köpenick
926.66,70.91,2.0,48.0,Neukölln
885.0,71.62,3.0,23.0,Hellersdorf
1297.27,59.92,2.0,1.0,Tiergarten
603.94,52.43,2.0,50.0,Reinickendorf
2039.3,91.04,3.0,1.0,Tiergarten
527.0,50.26,2.0,111.0,Köpenick
1970.0,93.77,3.0,1.0,Friedrichshain
1627.0,65.83,3.0,2.0,Mitte
1336.37,78.7,2.0,163.0,Kreuzberg
2069.0,132.31,5.0,6.0,Lichtenberg
660.0,30.0,1.0,2.0,Köpenick
799.0,64.0,2.0,46.0,Neukölln
809.0,70.0,3.0,115.0,Treptow
652.49,50.6,2.0,88.0,Treptow
1353.83,63.86,2.0,120.0,Friedrichshain
910.34,89.47,3.0,39.0,Steglitz
976.0,63.0,2.0,109.0,Reinickendorf
1300.0,80.0,3.0,119.0,Schöneberg
2591.0,139.0,4.0,108.0,Wilmersdorf
1495.0,88.0,3.0,1.0,Köpenick
3580.0,152.0,3.0,5.0,Wilmersdorf
798.0,60.0,2.0,1.0,Hohenschönhausen
1078.88,63.96,2.0,112.0,Prenzlauer Berg
531.79,40.84,1.5,43.0,Spandau
1500.0,87.82,2.0,15.0,Prenzlauer Berg
925.0,76.7,3.0,24.0,Hellersdorf
1037.71,89.2,3.0,91.0,Charlottenburg
1284.18,62.95,2.0,1.0,Tiergarten
460.19,49.87,2.0,38.0,Köpenick
1144.26,32.34,1.0,106.0,Friedrichshain
1598.5,110.6,4.0,112.0,Friedrichshain
869.0,59.43,2.0,90.0,Spandau
1320.0,61.08,2.0,1.0,Charlottenburg
839.0,48.43,1.5,26.0,Neukölln
848.96,75.13,3.0,2.0,Marzahn
3030.0,193.5,5.0,102.0,Pankow
1850.0,95.0,3.0,125.0,Prenzlauer Berg
780.0,66.0,2.0,43.0,Tempelhof
1116.0,65.0,2.0,2.0,Treptow
840.0,63.63,2.0,25.0,Pankow
821.02,37.39,1.0,59.0,Kreuzberg
945.0,35.0,1.0,60.0,Wilmersdorf
609.03,58.0,2.0,47.0,Neukölln
1400.0,80.0,3.0,115.0,Mitte
689.86,60.77,2.0,101.0,Pankow
2379.1,148.7,4.0,6.0,Tiergarten
1570.0,95.5,3.0,101.0,Tiergarten
976.0,46.65,2.0,120.0,Charlottenburg
793.0,20.5,1.0,3.0,Wedding
1254.0,85.39,3.0,3.0,Treptow
2246.0,128.56,3.0,125.0,Schöneberg
2226.8,186.45,5.0,6.0,Treptow
1450.0,67.5,2.0,4.0,Mitte
786.0,53.0,1.0,115.0,Friedrichshain
1350.0,51.0,2.0,120.0,Friedrichshain
686.0,41.44,1.0,1.0,Lichtenberg
1627.11,76.57,2.0,1.0,Tiergarten
1642.0,74.11,2.5,115.0,Schöneberg
1596.48,107.25,3.0,30.0,Reinickendorf
1505.6,75.28,2.0,2.0,Mitte
1609.64,99.63,2.0,120.0,Wilmersdorf
4747.6,110.41,3.0,2.0,Mitte
882.94,53.99,2.0,67.0,Wilmersdorf
960.5,63.31,2.0,48.0,Wilmersdorf
1555.0,87.0,2.0,112.0,Kreuzberg
779.0,56.2,1.0,100.0,Charlottenburg
1885.0,65.0,2.0,20.0,Tiergarten
1200.0,52.0,2.0,6.0,Zehlendorf
1270.0,55.08,2.0,6.0,Friedrichshain
523.94,57.0,2.0,100.0,Hohenschönhausen
861.2,81.4,3.0,38.0,Marzahn
3630.0,220.0,5.0,109.0,Charlottenburg
1790.0,88.24,3.0,3.0,Mitte
808.0,75.0,2.0,24.0,Treptow
1037.65,76.15,2.0,2.0,Spandau
702.32,80.0,2.0,116.0,Spandau
1500.0,80.0,3.0,40.0,Wilmersdorf
4450.0,152.7,4.0,7.0,Mitte
1264.32,67.43,2.0,119.0,Prenzlauer Berg
870.0,74.0,3.0,50.0,Neukölln
499.0,34.4,1.0,110.0,Neukölln
645.0,42.91,1.5,24.0,Hellersdorf
1110.0,90.0,3.0,114.0,Reinickendorf
630.0,45.5,1.5,84.0,Treptow
436.19,38.0,1.0,50.0,Zehlendorf
726.19,59.72,2.0,58.0,Spandau
4162.5,210.0,5.0,1.0,Prenzlauer Berg
2253.0,116.0,4.0,2.0,Tiergarten
1022.22,62.86,2.0,120.0,Charlottenburg
1449.0,71.38,2.0,110.0,Friedrichshain
1625.15,114.41,4.0,120.0,Wilmersdorf
1295.0,83.59,3.0,22.0,Buchholz
550.0,47.51,2.0,25.0,Wedding
633.06,70.71,3.0,35.0,Hohenschönhausen
600.0,70.21,3.0,62.0,Reinickendorf
1469.6,73.85,3.0,2.0,Neukölln
1376.0,69.1,2.0,1.0,Charlottenburg
2170.0,105.0,3.0,1.0,Tiergarten
910.0,76.89,2.0,112.0,Spandau
609.33,59.0,2.0,48.0,Neukölln
1400.0,65.26,2.0,112.0,Wedding
2984.5,127.0,4.0,4.0,Schöneberg
969.0,36.0,1.0,2.0,Köpenick
1295.0,71.0,2.0,58.0,Charlottenburg
740.95,55.21,2.0,44.0,Kreuzberg
806.0,68.54,3.0,35.0,Hellersdorf
2276.15,141.18,4.0,4.0,Charlottenburg
658.0,56.0,2.0,120.0,Weißensee
422.69,48.5,2.0,34.0,Hohenschönhausen
555.0,31.09,1.0,83.0,Steglitz
908.0,59.0,2.0,23.0,Köpenick
433.94,47.46,2.0,40.0,Marzahn
1350.0,72.0,2.0,87.0,Tempelhof
2509.5,157.0,3.0,23.0,Köpenick
2123.0,105.0,3.0,3.0,Friedrichshain
1240.0,64.14,2.0,120.0,Prenzlauer Berg
739.9,54.85,2.0,52.0,Tiergarten
1150.0,58.0,2.0,120.0,Friedrichshain
370.41,48.5,2.0,90.0,Hohenschönhausen
417.0,31.78,1.0,37.0,Marzahn
899.0,66.0,2.0,120.0,Wedding
895.0,74.0,3.0,23.0,Köpenick
1816.08,106.43,3.0,5.0,Friedrichshain
3950.0,200.0,4.0,7.0,Friedrichshain
2060.0,122.52,4.0,120.0,Friedrichshain
721.34,68.73,2.5,35.0,Lichtenberg
526.18,38.31,1.0,48.0,Spandau
1855.6,92.78,3.0,106.0,Pankow
1280.0,80.2,2.5,6.0,Kreuzberg
650.0,30.0,1.0,46.0,Charlottenburg
970.0,62.09,2.0,3.0,Köpenick
2455.0,104.5,2.0,19.0,Mitte
350.0,17.0,1.0,3.0,Mitte
1688.0,98.78,3.0,120.0,Neukölln
3487.0,217.0,6.0,120.0,Charlottenburg
897.45,73.91,2.0,38.0,Steglitz
1176.0,68.0,2.0,7.0,Mitte
1275.0,69.0,2.0,4.0,Steglitz
944.61,75.63,3.0,0.0,Marzahn
379.3,37.93,1.0,32.0,Hellersdorf
1099.68,62.44,2.0,0.0,Lichtenberg
482.0,39.49,1.0,47.0,Spandau
835.0,61.86,2.0,87.0,Spandau
3230.0,68.0,2.0,1.0,Mitte
832.0,29.0,1.0,120.0,Kreuzberg
669.49,62.54,3.0,35.0,Marzahn
1404.0,117.0,2.0,23.0,Köpenick
1640.0,78.0,3.0,1.0,Spandau
1946.39,117.14,3.0,23.0,Mitte
685.0,54.04,2.0,35.0,Hellersdorf
499.74,32.48,1.0,43.0,Spandau
1000.0,69.01,2.0,84.0,Treptow
1434.37,68.9,2.0,0.0,Pankow
799.99,63.97,3.0,72.0,Hohenschönhausen
1196.0,58.0,2.0,2.0,Tiergarten
974.82,44.31,2.0,2.0,Lichtenberg
1100.0,25.85,1.0,1.0,Charlottenburg
804.88,51.52,2.0,22.0,Reinickendorf
1663.46,77.37,3.0,2.0,Friedrichshain
327.05,31.0,1.0,0.0,Lichtenberg
592.8,51.0,2.0,65.0,Spandau
986.0,76.9,3.0,120.0,Spandau
1600.0,50.0,2.0,22.0,Mitte
1292.51,78.91,2.0,4.0,Pankow
946.0,52.19,2.0,26.0,Neukölln
2865.49,123.08,4.0,3.0,Mitte
1559.0,86.0,4.0,2.0,Tiergarten
1131.0,85.85,3.0,108.0,Reinickendorf
1829.65,85.1,2.5,4.0,Schöneberg
798.0,51.62,2.0,90.0,Spandau
3000.0,216.0,5.0,14.0,Tiergarten
1015.0,48.5,2.0,3.0,Treptow
1220.0,102.0,3.5,115.0,Pankow
913.5,56.5,2.0,55.0,Steglitz
950.0,79.97,2.0,120.0,Wedding
1997.0,111.37,3.0,3.0,Friedrichshain
639.0,46.0,2.0,115.0,Treptow
728.47,68.69,2.5,55.0,Spandau
1105.0,56.57,2.0,1.0,Neukölln
1442.48,64.11,2.0,5.0,Mitte
948.0,72.51,3.0,23.0,Weißensee
1550.0,95.0,4.0,27.0,Schöneberg
1820.0,85.26,3.0,6.0,Mitte
2550.0,129.53,2.0,120.0,Mitte
799.0,75.0,2.5,55.0,Spandau
1665.0,114.23,5.0,1.0,Hohenschönhausen
799.99,63.37,3.0,72.0,Hohenschönhausen
1150.0,79.0,3.0,1.0,Spandau
600.37,48.46,2.0,110.0,Köpenick
946.0,66.14,2.0,110.0,Köpenick
2354.0,99.0,3.0,1.0,Tiergarten
718.4,57.47,2.0,110.0,Pankow
808.0,52.77,1.5,92.0,Tempelhof
1549.4,132.74,4.0,56.0,Spandau
2310.0,167.29,5.0,27.0,Steglitz
4058.4,213.6,5.0,2.0,Schöneberg
719.0,48.0,2.0,120.0,Neukölln
592.08,68.14,3.0,34.0,Marzahn
1395.97,101.65,4.0,2.0,Pankow
1148.0,74.0,2.0,1.0,Marzahn
1155.0,72.77,3.0,61.0,Reinickendorf
652.84,38.56,1.0,58.0,Charlottenburg
1250.06,52.24,1.0,5.0,Mitte
1410.0,47.0,2.0,54.0,Wilmersdorf
1909.2,103.2,3.0,105.0,Charlottenburg
971.48,71.57,2.0,93.0,Köpenick
540.0,43.44,1.0,44.0,Kreuzberg
820.0,62.34,2.0,24.0,Treptow
2190.0,100.46,3.0,1.0,Wilmersdorf
699.0,63.0,2.0,53.0,Reinickendorf
